,Platform,Genre,Publisher,Critic_Score,User_Score,Rating,Cat
640,X360,Sports,Electronic Arts,84.0,7.8,E,Sports
641,PS2,Action,Electronic Arts,68.0,6.7,E10+,Action
642,X360,Sports,Electronic Arts,80.0,6.9,E,Sports
643,PC,Action,Ubisoft,84.0,7.7,M,Action
644,PS2,Shooter,Electronic Arts,60.0,7,T,Action
645,XB,Shooter,Electronic Arts,83.0,7.4,T,Action
646,PS2,Platform,Activision,58.0,7.2,T,Adventure
647,XB,Sports,Electronic Arts,79.0,6.4,E,Sports
648,X360,Racing,THQ,75.0,7.3,T,Sports
649,PS3,Sports,Electronic Arts,84.0,6.8,E10+,Sports
650,PS2,Platform,Activision,63.0,5.7,E,Adventure
651,PS2,Role-Playing,Activision,82.0,7.3,T,Strategy
652,PC,Action,Electronic Arts,82.0,4.5,M,Action
653,XB,Sports,Activision,78.0,8.8,T,Sports
654,PS3,Sports,Electronic Arts,73.0,6.8,E,Sports
655,XB,Sports,Electronic Arts,88.0,7.7,E,Sports
656,X360,Action,Electronic Arts,55.0,7,T,Action
657,PC,Shooter,Ubisoft,80.0,6.7,M,Action
658,PS2,Racing,Electronic Arts,78.0,7.7,E,Sports
659,PS3,Role-Playing,Sony Computer Entertainment,60.0,7.1,T,Strategy
660,X360,Racing,THQ,68.0,7.6,T,Sports
661,PS3,Shooter,Activision,71.0,7.4,M,Action
662,X360,Shooter,Activision,32.0,4,M,Action
663,PC,Simulation,Electronic Arts,70.0,3.6,T,Strategy
664,PS2,Platform,Sony Computer Entertainment,82.0,8.4,E,Adventure
665,PS2,Sports,Electronic Arts,82.0,5.8,E,Sports
666,PC,Shooter,Electronic Arts,76.0,6.5,M,Action
667,PS3,Sports,Activision,76.0,7.2,T,Sports
668,XB,Sports,Activision,77.0,7.7,T,Sports
669,PS2,Role-Playing,Ubisoft,78.0,8.4,T,Strategy
670,XB,Sports,Electronic Arts,89.0,8.2,E,Sports
671,PS2,Platform,THQ,71.0,8,E,Adventure
672,PS3,Misc,Ubisoft,75.0,6,E10+,Puzzle
673,PS3,Misc,Activision,86.0,8,T,Puzzle
674,X360,Action,Ubisoft,74.0,7.8,T,Action
675,X360,Sports,Electronic Arts,80.0,6.1,E,Sports
676,X360,Platform,THQ,50.0,6.3,E,Adventure
677,PS3,Sports,Electronic Arts,73.0,4.3,E,Sports
678,XB,Shooter,Electronic Arts,90.0,8.6,M,Action
679,X360,Sports,Activision,46.0,3,E10+,Sports
680,XB,Fighting,Electronic Arts,88.0,8.8,T,Sports
681,PS2,Platform,Sony Computer Entertainment,61.0,6.7,E10+,Adventure
682,X360,Shooter,Ubisoft,77.0,7.6,M,Action
683,X360,Fighting,Ubisoft,32.0,4.6,T,Sports
684,PS2,Racing,Ubisoft,63.0,8.6,E,Sports
685,PS2,Action,THQ,52.0,7.5,M,Action
686,PS2,Racing,THQ,62.0,8.1,E,Sports
687,X360,Misc,Electronic Arts,56.0,5.8,E,Puzzle
688,PS3,Sports,Activision,44.0,2.1,E10+,Sports
689,PC,Action,Electronic Arts,86.0,8,M,Action
690,PS3,Sports,Electronic Arts,88.0,7.1,E10+,Sports
691,PS2,Sports,Electronic Arts,73.0,5.6,E,Sports
692,XB,Sports,Electronic Arts,90.0,8.5,E,Sports
693,PC,Action,Ubisoft,88.0,8.2,M,Action
694,X360,Racing,Activision,82.0,8.3,E10+,Sports
695,X360,Action,Ubisoft,80.0,7.8,T,Action
696,PS3,Fighting,Sony Computer Entertainment,48.0,7.5,T,Sports
697,X360,Action,Ubisoft,55.0,6.4,T,Action
698,PS2,Role-Playing,Electronic Arts,73.0,8.2,T,Strategy
699,PS3,Sports,Electronic Arts,81.0,7.3,E,Sports
700,PS3,Sports,Sony Computer Entertainment,90.0,7.8,E,Sports
701,X360,Action,Ubisoft,73.0,7.3,T,Action
702,PS3,Adventure,Electronic Arts,70.0,7.9,M,Adventure
703,PS3,Sports,Electronic Arts,86.0,7.5,E10+,Sports
704,XB,Action,Ubisoft,85.0,8.4,M,Action
705,PS3,Platform,Ubisoft,91.0,8.7,E10+,Adventure
706,PS2,Sports,Electronic Arts,78.0,8.5,E10+,Sports
707,XB,Shooter,Ubisoft,85.0,5.7,M,Action
708,PC,Simulation,Electronic Arts,81.0,8,T,Strategy
709,PS3,Sports,Electronic Arts,88.0,7.9,E10+,Sports
710,PS2,Sports,Electronic Arts,77.0,8.1,E,Sports
711,XB,Racing,Activision,74.0,5.2,T,Sports
712,XB,Platform,THQ,70.0,8.9,E,Adventure
713,X360,Platform,Activision,63.0,7,T,Adventure
714,PS2,Shooter,Ubisoft,73.0,8.6,M,Action
715,PC,Shooter,Electronic Arts,86.0,6.2,M,Action
716,PS2,Sports,Electronic Arts,66.0,8.6,E10+,Sports
717,XB,Simulation,Electronic Arts,81.0,8.9,T,Strategy
718,PS2,Sports,Electronic Arts,63.0,8.6,E,Sports
719,X360,Shooter,THQ,76.0,7.8,M,Action
720,PS2,Sports,Activision,55.0,8.4,T,Sports
721,XB,Shooter,Electronic Arts,80.0,8.2,T,Action
722,PS3,Action,Ubisoft,74.0,8.1,T,Action
723,XB,Fighting,THQ,68.0,7.3,T,Sports
724,PS2,Action,Electronic Arts,64.0,7.3,T,Action
725,X360,Sports,Activision,72.0,5.4,T,Sports
726,X360,Shooter,Activision,72.0,7.5,M,Action
727,X360,Action,Ubisoft,58.0,6.3,E10+,Action
728,X360,Shooter,THQ,75.0,7.8,T,Action
729,PS2,Racing,THQ,76.0,8.3,E,Sports
730,XB,Sports,Electronic Arts,88.0,6.9,E,Sports
731,PS3,Action,Sony Computer Entertainment,84.0,8.4,M,Action
732,XB,Fighting,THQ,68.0,6.6,T,Sports
733,PS2,Action,Sony Computer Entertainment,67.0,7.8,M,Action
734,PS2,Adventure,Ubisoft,68.0,6.7,T,Adventure
735,XB,Sports,Activision,93.0,8.4,T,Sports
736,PC,Action,Ubisoft,70.0,3,M,Action
737,X360,Racing,THQ,63.0,7.2,E,Sports
738,XB,Platform,Activision,72.0,8.4,E,Adventure
739,PC,Action,Ubisoft,86.0,6.9,M,Action
740,PS2,Racing,Sony Computer Entertainment,76.0,7.7,T,Sports
741,XB,Platform,THQ,74.0,8.5,E,Adventure
742,PS3,Sports,Electronic Arts,80.0,6,E10+,Sports
743,PS3,Fighting,THQ,70.0,6.5,T,Sports
744,X360,Sports,Electronic Arts,80.0,7.8,E,Sports
745,PS3,Sports,Electronic Arts,75.0,5.7,E,Sports
746,PS3,Sports,Electronic Arts,81.0,7.5,E,Sports
747,X360,Shooter,THQ,77.0,7.9,M,Action
748,XB,Shooter,Activision,74.0,9.2,T,Action
749,PS2,Platform,Activision,58.0,8.6,E10+,Adventure
750,X360,Sports,Electronic Arts,81.0,5.9,E10+,Sports
751,PS2,Fighting,Sony Computer Entertainment,80.0,8.9,T,Sports
752,PS2,Sports,Electronic Arts,78.0,9.1,E,Sports
753,PS2,Sports,Electronic Arts,78.0,8.3,E,Sports
754,PC,Shooter,Activision,91.0,6.8,T,Action
755,XB,Action,Ubisoft,82.0,8.5,T,Action
756,XB,Racing,Electronic Arts,89.0,8.4,E10+,Sports
757,XB,Shooter,Electronic Arts,72.0,7,T,Action
758,PS2,Platform,Electronic Arts,71.0,8.2,E,Adventure
759,PS2,Sports,Sony Computer Entertainment,63.0,6.3,E,Sports
760,PC,Strategy,Activision,88.0,8.3,T,Strategy
761,PS2,Racing,THQ,68.0,7.7,T,Sports
762,PS3,Shooter,Electronic Arts,83.0,7.7,M,Action
763,PS2,Shooter,Activision,66.0,8,M,Action
764,PS3,Misc,Ubisoft,66.0,8.4,E10+,Puzzle
765,PS3,Racing,THQ,76.0,6.2,T,Sports
766,X360,Sports,Electronic Arts,79.0,7.8,E,Sports
767,X360,Sports,Electronic Arts,73.0,5.3,E,Sports
768,PS2,Puzzle,Electronic Arts,86.0,8.9,E,Puzzle
769,XB,Sports,Electronic Arts,90.0,8.2,E,Sports
770,PS3,Sports,Electronic Arts,76.0,4.2,E,Sports
771,PS3,Sports,Electronic Arts,75.0,7.8,E,Sports
772,PS3,Misc,Sony Computer Entertainment,65.0,3.9,T,Puzzle
773,PS2,Shooter,Electronic Arts,81.0,8.4,T,Action
774,XB,Shooter,Activision,79.0,7.8,M,Action
775,PS2,Action,THQ,68.0,8.2,M,Action
776,PS2,Sports,Electronic Arts,80.0,7.9,E,Sports
777,PC,Simulation,Electronic Arts,78.0,8.6,T,Strategy
778,PS3,Action,Activision,76.0,7.3,E10+,Action
779,PS2,Misc,Sony Computer Entertainment,47.0,6.3,E,Puzzle
780,PS3,Action,Sony Computer Entertainment,53.0,6.4,T,Action
781,PS2,Role-Playing,THQ,74.0,7.8,T,Strategy
782,PS3,Shooter,Activision,34.0,3.6,M,Action
783,PS3,Action,THQ,55.0,4.8,E,Action
784,XB,Sports,Electronic Arts,85.0,8.2,E,Sports
785,PC,Role-Playing,Electronic Arts,91.0,8.6,M,Strategy
786,PS2,Sports,Electronic Arts,76.0,4.6,E10+,Sports
787,X360,Sports,Electronic Arts,77.0,5.6,E,Sports
788,X360,Action,Electronic Arts,73.0,8.2,M,Action
789,X360,Sports,Electronic Arts,88.0,8.4,E10+,Sports
790,X360,Fighting,THQ,81.0,7.8,T,Sports
791,PS3,Action,Ubisoft,54.0,6.9,T,Action
792,PS2,Misc,Activision,75.0,7.7,E,Puzzle
793,PS3,Strategy,Ubisoft,76.0,7.3,T,Strategy
794,X360,Shooter,Activision,72.0,6,T,Action
795,PS2,Simulation,Activision,81.0,8.3,T,Strategy
796,X360,Racing,Electronic Arts,89.0,8.1,E10+,Sports
797,PS2,Action,THQ,65.0,7.3,E,Action
798,X360,Sports,Electronic Arts,80.0,8.2,E,Sports
799,PS2,Racing,THQ,80.0,8.7,E,Sports
800,PS2,Action,Activision,67.0,9,E10+,Action
801,PS2,Action,Activision,64.0,7.8,T,Action
802,X360,Adventure,Electronic Arts,70.0,8.1,M,Adventure
803,X360,Sports,Activision,81.0,7.6,T,Sports
804,XB,Shooter,Electronic Arts,61.0,7.2,T,Action
805,PC,Shooter,Electronic Arts,72.0,6.4,M,Action
806,PS2,Action,Activision,56.0,6.1,E10+,Action
807,PC,Action,Ubisoft,85.0,5.8,M,Action
808,XB,Sports,Electronic Arts,78.0,6.5,E,Sports
809,PS3,Racing,Sony Computer Entertainment,77.0,7.7,T,Sports
810,X360,Sports,Electronic Arts,80.0,7.9,E,Sports
811,PS3,Action,Electronic Arts,72.0,8.1,M,Action
812,PS2,Strategy,Electronic Arts,82.0,7.9,E,Strategy
813,XB,Sports,Electronic Arts,81.0,5.1,E,Sports
814,X360,Sports,Electronic Arts,72.0,6.6,E,Sports
815,PS2,Puzzle,Sony Computer Entertainment,72.0,6.3,E,Puzzle
816,PS2,Fighting,Activision,61.0,8.7,T,Sports
817,X360,Shooter,Activision,62.0,7.1,T,Action
818,PS2,Action,Sony Computer Entertainment,90.0,8.8,T,Action
819,PS2,Racing,THQ,54.0,7.1,E,Sports
820,XB,Racing,Electronic Arts,74.0,7.4,E10+,Sports
821,PC,Strategy,THQ,85.0,8.1,M,Strategy
822,PS2,Misc,Activision,46.0,8.2,E10+,Puzzle
823,PS2,Sports,Activision,76.0,9.1,T,Sports
824,PC,Simulation,Electronic Arts,74.0,7.3,T,Strategy
825,PS2,Strategy,THQ,71.0,8.3,T,Strategy
826,PS2,Shooter,Ubisoft,71.0,7.9,M,Action
827,PS3,Racing,THQ,61.0,6.7,E,Sports
828,X360,Sports,Electronic Arts,59.0,4.9,E,Sports
829,PS2,Shooter,Ubisoft,82.0,7.6,M,Action
830,PS2,Action,Sony Computer Entertainment,80.0,7.9,M,Action
831,PS2,Platform,Sony Computer Entertainment,72.0,4.6,E10+,Adventure
832,PS3,Racing,THQ,67.0,6.1,E,Sports
833,PS2,Sports,Electronic Arts,66.0,6.9,E,Sports
834,PS2,Sports,Electronic Arts,75.0,8.3,E,Sports
835,XB,Shooter,Activision,76.0,8.7,T,Action
836,X360,Shooter,Activision,69.0,7.3,T,Action
837,PS3,Shooter,THQ,71.0,7.3,M,Action
838,XB,Fighting,THQ,56.0,6.9,T,Sports
839,X360,Sports,Electronic Arts,80.0,7.7,E,Sports
840,X360,Action,Electronic Arts,38.0,5,T,Action
841,PS2,Racing,Electronic Arts,73.0,7.7,T,Sports
842,PS3,Action,Activision,61.0,7.2,M,Action
843,PC,Action,Ubisoft,77.0,4.7,M,Action
844,PS3,Shooter,THQ,70.0,7.4,M,Action
845,PS2,Action,Activision,64.0,8.5,T,Action
846,XB,Role-Playing,Activision,84.0,8.7,T,Strategy
847,PS2,Action,Electronic Arts,56.0,7.4,M,Action
848,XB,Sports,Electronic Arts,88.0,8.5,E,Sports
849,PS2,Shooter,Electronic Arts,80.0,8.5,T,Action
850,PS3,Sports,Activision,73.0,6.6,T,Sports
851,X360,Action,Activision,79.0,8.3,T,Action
852,XB,Racing,THQ,81.0,9.3,E,Sports
853,X360,Shooter,Ubisoft,84.0,7.7,E10+,Action
854,PS3,Action,Activision,74.0,7.5,T,Action
855,XB,Simulation,Activision,78.0,5.2,T,Strategy
856,PS2,Action,Sony Computer Entertainment,73.0,8.6,M,Action
857,XB,Sports,Electronic Arts,88.0,8.5,E,Sports
858,XB,Sports,Electronic Arts,88.0,8.8,E,Sports
859,PS2,Action,Electronic Arts,51.0,3.6,E,Action
860,X360,Action,Activision,62.0,7.4,M,Action
861,PS2,Sports,Sony Computer Entertainment,71.0,7.8,E,Sports
862,PS3,Misc,Ubisoft,77.0,7.1,E10+,Puzzle
863,X360,Platform,Ubisoft,90.0,8.2,E10+,Adventure
864,PS3,Action,Electronic Arts,68.0,4.4,M,Action
865,X360,Sports,Electronic Arts,74.0,4.4,E,Sports
866,XB,Simulation,Electronic Arts,84.0,6.9,T,Strategy
867,PS2,Adventure,Sony Computer Entertainment,64.0,3.1,T,Adventure
868,PS2,Racing,THQ,55.0,7.7,E,Sports
869,X360,Misc,Activision,71.0,5.9,T,Puzzle
870,PS2,Sports,Sony Computer Entertainment,84.0,7.3,E,Sports
871,XB,Shooter,Electronic Arts,77.0,8,M,Action
872,X360,Simulation,Ubisoft,66.0,7.9,T,Strategy
873,PS2,Sports,Sony Computer Entertainment,65.0,8.7,E,Sports
874,XB,Shooter,Ubisoft,74.0,6.6,M,Action
875,PS3,Action,Ubisoft,70.0,6.8,T,Action
876,PS2,Action,Activision,52.0,7.5,T,Action
877,PC,Shooter,Ubisoft,79.0,5.8,M,Action
878,PS3,Racing,THQ,63.0,4.8,E,Sports
879,PC,Shooter,Activision,78.0,4.5,M,Action
880,PS2,Platform,Ubisoft,59.0,7.1,E,Adventure
881,PS3,Fighting,THQ,75.0,6.4,T,Sports
882,X360,Shooter,Electronic Arts,77.0,7.3,T,Action
883,PS2,Action,Electronic Arts,69.0,7.6,T,Action
884,X360,Simulation,THQ,66.0,7.5,E,Strategy
885,PS2,Action,Activision,50.0,5,T,Action
886,X360,Action,Activision,68.0,8.6,T,Action
887,X360,Action,Ubisoft,51.0,4.7,M,Action
888,PS3,Platform,THQ,51.0,5,E,Adventure
889,PC,Sports,Electronic Arts,87.0,4.6,E,Sports
890,PS2,Sports,Sony Computer Entertainment,81.0,9,E,Sports
891,XB,Racing,THQ,80.0,8.3,E,Sports
892,PC,Action,Electronic Arts,86.0,6.6,E,Action
893,XB,Sports,Electronic Arts,76.0,7.5,E,Sports
894,PS2,Platform,Sony Computer Entertainment,73.0,8.3,T,Adventure
895,XB,Action,Activision,77.0,7.4,T,Action
896,PS2,Racing,THQ,66.0,6.7,T,Sports
897,X360,Fighting,THQ,71.0,6.3,T,Sports
898,PC,Role-Playing,Electronic Arts,94.0,8.8,M,Strategy
899,PS3,Action,Electronic Arts,38.0,2.8,T,Action
900,PS3,Sports,Electronic Arts,71.0,5.7,E,Sports
901,X360,Sports,Electronic Arts,75.0,7,E,Sports
902,PS3,Action,Activision,77.0,8.2,T,Action
903,XB,Sports,Electronic Arts,92.0,8.7,E,Sports
904,PS2,Fighting,Ubisoft,62.0,8.4,M,Sports
905,PS3,Misc,Electronic Arts,64.0,6.1,E,Puzzle
906,PS2,Misc,Ubisoft,79.0,7.3,E,Puzzle
907,XB,Shooter,Ubisoft,84.0,7.2,T,Action
908,X360,Sports,Electronic Arts,68.0,5.4,E,Sports
909,X360,Shooter,THQ,71.0,7,M,Action
910,PS3,Role-Playing,Activision,78.0,7.6,T,Strategy
911,PS2,Sports,Sony Computer Entertainment,51.0,4.6,E,Sports
912,PS3,Sports,Electronic Arts,77.0,7.9,E,Sports
913,PS2,Misc,THQ,60.0,5.1,E,Puzzle
914,PC,Shooter,Electronic Arts,88.0,7.6,M,Action
915,PS2,Shooter,Electronic Arts,49.0,7.4,T,Action
916,PC,Action,THQ,84.0,8.1,M,Action
917,PS2,Racing,THQ,53.0,8.2,E,Sports
918,PC,Simulation,Ubisoft,82.0,8.8,T,Strategy
919,PS2,Action,Activision,56.0,5.8,E,Action
920,PS2,Misc,Sony Computer Entertainment,78.0,7,E10+,Puzzle
921,PS3,Misc,Ubisoft,77.0,7.1,E10+,Puzzle
922,PC,Racing,Electronic Arts,86.0,6.7,E10+,Sports
923,X360,Misc,Electronic Arts,66.0,6.4,E,Puzzle
924,PS2,Action,Activision,62.0,8.3,E10+,Action
925,PS3,Fighting,Electronic Arts,77.0,6.9,T,Sports
926,X360,Shooter,Activision,75.0,6.7,M,Action
927,PS3,Sports,Electronic Arts,74.0,3.8,E,Sports
928,PS3,Sports,Electronic Arts,85.0,8.2,T,Sports
929,PS2,Sports,Electronic Arts,59.0,7.7,E,Sports
930,PS2,Simulation,Electronic Arts,71.0,8,T,Strategy
931,PC,Action,Electronic Arts,69.0,5.8,T,Action
932,X360,Action,Ubisoft,68.0,6.3,T,Action
933,PS2,Action,THQ,60.0,7.1,E10+,Action
934,PS2,Role-Playing,Sony Computer Entertainment,70.0,8.5,T,Strategy
935,X360,Action,Activision,76.0,7.6,T,Action
936,PS2,Role-Playing,Sony Computer Entertainment,72.0,8.2,T,Strategy
937,XB,Action,Electronic Arts,77.0,7.2,E,Action
938,X360,Sports,Electronic Arts,77.0,6.2,E,Sports
939,PS2,Action,Ubisoft,63.0,8.3,T,Action
940,PS3,Misc,Activision,73.0,7.2,T,Puzzle
941,PS2,Racing,THQ,56.0,5.3,T,Sports
942,X360,Fighting,Electronic Arts,79.0,7,T,Sports
943,PS2,Shooter,Ubisoft,70.0,6.9,M,Action
944,PS2,Role-Playing,Ubisoft,59.0,7.8,T,Strategy
945,PS3,Shooter,Activision,60.0,6.4,T,Action
946,X360,Action,Electronic Arts,69.0,6.3,M,Action
947,PS3,Action,Activision,57.0,5.6,T,Action
948,X360,Fighting,THQ,75.0,7.2,T,Sports
949,PS2,Racing,Sony Computer Entertainment,72.0,8.3,T,Sports
950,PS3,Sports,Ubisoft,45.0,4.3,E,Sports
951,PC,Strategy,THQ,80.0,2.1,M,Strategy
952,XB,Simulation,Electronic Arts,70.0,6.5,T,Strategy
953,PS3,Misc,Electronic Arts,54.0,6.7,E,Puzzle
954,PS3,Action,THQ,69.0,7.2,M,Action
955,XB,Sports,Electronic Arts,75.0,8.6,E,Sports
956,PS3,Shooter,Sony Computer Entertainment,60.0,6.2,T,Action
957,PS3,Misc,Sony Computer Entertainment,75.0,8.2,T,Puzzle
958,XB,Shooter,Ubisoft,66.0,6,T,Action
959,PS3,Sports,Electronic Arts,88.0,7.7,E10+,Sports
960,PS3,Sports,Electronic Arts,75.0,7.8,E,Sports
961,X360,Action,Electronic Arts,44.0,5.4,T,Action
962,PS2,Platform,Sony Computer Entertainment,91.0,9.1,E,Adventure
963,PS2,Sports,Activision,77.0,8.4,E,Sports
964,PS2,Sports,Sony Computer Entertainment,79.0,7.5,E,Sports
965,XB,Fighting,Electronic Arts,83.0,9,T,Sports
966,X360,Action,Ubisoft,78.0,8.6,T,Action
967,PS3,Sports,Activision,60.0,5.4,T,Sports
968,PC,Action,Electronic Arts,55.0,5.4,M,Action
969,PS3,Action,Electronic Arts,66.0,7.1,E10+,Action
970,PC,Shooter,Electronic Arts,87.0,8.3,M,Action
971,PS2,Racing,Sony Computer Entertainment,77.0,8.3,T,Sports
972,X360,Misc,Ubisoft,66.0,5.8,T,Puzzle
973,XB,Sports,Electronic Arts,89.0,8.9,E,Sports
974,PS2,Shooter,Ubisoft,74.0,8.4,M,Action
975,X360,Sports,Activision,75.0,7.2,T,Sports
976,PS3,Action,Electronic Arts,43.0,5.7,T,Action
977,PS2,Simulation,Sony Computer Entertainment,79.0,8.4,E,Strategy
978,PC,Role-Playing,Activision,88.0,7.5,T,Strategy
979,PS3,Sports,Electronic Arts,63.0,6.9,E,Sports
980,PS2,Fighting,Ubisoft,68.0,8,T,Sports
981,PS2,Sports,Activision,78.0,8.3,E,Sports
982,PS3,Role-Playing,Sony Computer Entertainment,75.0,8.2,T,Strategy
983,X360,Sports,Electronic Arts,63.0,6.9,E,Sports
984,PS2,Adventure,Sony Computer Entertainment,52.0,7.2,E,Adventure
985,PS2,Misc,Activision,87.0,6.4,T,Puzzle
986,PS3,Sports,Sony Computer Entertainment,77.0,7.5,E,Sports
987,X360,Action,Electronic Arts,64.0,6.8,E10+,Action
988,PS2,Sports,Electronic Arts,59.0,7.9,E,Sports
989,PC,Strategy,Ubisoft,79.0,5.2,E10+,Strategy
990,XB,Shooter,Ubisoft,85.0,8.6,M,Action
991,X360,Sports,Electronic Arts,71.0,7.4,E,Sports
992,PS2,Sports,Sony Computer Entertainment,52.0,6.5,E,Sports
993,PS2,Action,Activision,49.0,6.1,M,Action
994,PS2,Action,Sony Computer Entertainment,59.0,7.8,E,Action
995,PS2,Role-Playing,Activision,54.0,5.8,T,Strategy
996,PS3,Action,Activision,66.0,4.5,E10+,Action
997,X360,Racing,Activision,62.0,4.1,E,Sports
998,PC,Role-Playing,Electronic Arts,81.0,6.6,M,Strategy
999,PS2,Adventure,Sony Computer Entertainment,61.0,8.5,E10+,Adventure
1000,PS2,Adventure,Sony Computer Entertainment,62.0,8.2,M,Adventure
1001,X360,Fighting,Ubisoft,61.0,7.5,E10+,Sports
1002,PS2,Platform,Ubisoft,90.0,8.2,E,Adventure
1003,PS2,Fighting,THQ,73.0,8.6,M,Sports
1004,PS2,Role-Playing,Ubisoft,62.0,5.3,T,Strategy
1005,PS2,Strategy,THQ,74.0,8,M,Strategy
1006,PS2,Simulation,Electronic Arts,68.0,8,T,Strategy
1007,PS3,Action,Sony Computer Entertainment,70.0,7.3,E10+,Action
1008,X360,Action,Electronic Arts,68.0,6.8,E10+,Action
1009,PS2,Role-Playing,Ubisoft,71.0,8.6,T,Strategy
1010,X360,Action,Activision,60.0,6.3,E10+,Action
1011,X360,Misc,Activision,57.0,5.8,T,Puzzle
1012,PC,Simulation,Electronic Arts,90.0,8.8,T,Strategy
1013,X360,Action,THQ,61.0,6.8,E10+,Action
1014,X360,Sports,Electronic Arts,64.0,5.6,E,Sports
1015,PC,Racing,Electronic Arts,82.0,8.5,T,Sports
1016,XB,Sports,Electronic Arts,76.0,6,E,Sports
1017,PS3,Action,Sony Computer Entertainment,77.0,7.8,T,Action
1018,XB,Role-Playing,Ubisoft,65.0,7.4,T,Strategy
1019,PS3,Shooter,Ubisoft,45.0,5.5,M,Action
1020,PS3,Strategy,Activision,49.0,3.6,E,Strategy
1021,PC,Simulation,Electronic Arts,84.0,8.7,E,Strategy
1022,PS2,Platform,Ubisoft,76.0,8.6,E,Adventure
1023,X360,Racing,Electronic Arts,59.0,5.2,E,Sports
1024,PS2,Racing,Ubisoft,48.0,8.3,E,Sports
1025,PC,Sports,Electronic Arts,82.0,4.2,E,Sports
1026,XB,Sports,Activision,58.0,8,T,Sports
1027,XB,Fighting,Electronic Arts,58.0,7.5,T,Sports
1028,PS2,Action,Electronic Arts,56.0,7.6,E,Action
1029,X360,Action,Activision,59.0,6.7,T,Action
1030,PS2,Shooter,Sony Computer Entertainment,70.0,7.8,T,Action
1031,PS3,Sports,Activision,56.0,6.7,E,Sports
1032,XB,Sports,Electronic Arts,80.0,7.8,E,Sports
1033,PS2,Sports,THQ,57.0,5.8,E,Sports
1034,X360,Misc,Electronic Arts,66.0,6.6,E,Puzzle
1035,PS3,Misc,Electronic Arts,66.0,7.1,E,Puzzle
1036,PS3,Action,Sony Computer Entertainment,61.0,6.5,E10+,Action
1037,PS2,Action,Activision,55.0,7.5,T,Action
1038,X360,Strategy,Activision,59.0,5.6,E,Strategy
1039,XB,Action,Activision,60.0,7.8,M,Action
1040,PS2,Adventure,Ubisoft,57.0,7,E,Adventure
1041,PS3,Shooter,Electronic Arts,58.0,6.7,M,Action
1042,PS3,Misc,Activision,59.0,4.7,T,Puzzle
1043,PS3,Action,Sony Computer Entertainment,78.0,8.1,M,Action
1044,PS2,Sports,Sony Computer Entertainment,61.0,7.2,E,Sports
1045,PS2,Action,Ubisoft,65.0,8.6,T,Action
1046,X360,Sports,Electronic Arts,79.0,5.3,E10+,Sports
1047,XB,Racing,Electronic Arts,79.0,5.9,E,Sports
1048,PS2,Shooter,THQ,70.0,8.5,M,Action
1049,XB,Sports,Electronic Arts,89.0,8.8,E,Sports
1050,PS3,Racing,Activision,62.0,3.7,E,Sports
1051,PS2,Action,Electronic Arts,61.0,8,E10+,Action
1052,PS2,Racing,THQ,71.0,6.4,T,Sports
1053,XB,Action,Activision,62.0,6.6,T,Action
1054,PS3,Action,Electronic Arts,77.0,8.1,M,Action
1055,PC,Strategy,Ubisoft,76.0,8.1,T,Strategy
1056,XB,Sports,Electronic Arts,78.0,7.9,T,Sports
1057,X360,Strategy,Ubisoft,78.0,7,T,Strategy
1058,X360,Sports,Ubisoft,41.0,7.4,E,Sports
1059,PS3,Sports,Sony Computer Entertainment,63.0,6.3,E,Sports
1060,X360,Shooter,Ubisoft,47.0,5.7,M,Action
1061,PS3,Action,Activision,40.0,6.4,M,Action
1062,X360,Action,Electronic Arts,51.0,6.2,T,Action
1063,PS3,Action,Ubisoft,59.0,5.7,E10+,Action
1064,X360,Action,Activision,63.0,3.5,E,Action
1065,PS3,Action,Activision,67.0,7.9,T,Action
1066,XB,Adventure,Electronic Arts,88.0,9.1,T,Adventure
1067,PS2,Adventure,Sony Computer Entertainment,78.0,9,M,Adventure
1068,X360,Sports,Activision,53.0,6.6,E,Sports
1069,PS3,Action,Sony Computer Entertainment,74.0,8.4,T,Action
1070,X360,Shooter,Electronic Arts,54.0,6.2,M,Action
1071,PS3,Action,Ubisoft,78.0,6.5,M,Action
1072,X360,Action,Ubisoft,80.0,7.5,T,Action
1073,PS2,Racing,Activision,77.0,8.1,E,Sports
1074,PS2,Sports,Sony Computer Entertainment,58.0,7.8,E,Sports
1075,PS2,Racing,Sony Computer Entertainment,73.0,6,E,Sports
1076,PS2,Action,THQ,56.0,8.6,E10+,Action
1077,X360,Racing,Electronic Arts,69.0,7.8,E,Sports
1078,PS3,Racing,Electronic Arts,65.0,7.5,E,Sports
1079,PC,Simulation,Ubisoft,62.0,3.5,T,Strategy
1080,PS3,Action,Electronic Arts,86.0,6.9,E10+,Action
1081,PS3,Racing,THQ,71.0,6.4,T,Sports
1082,X360,Action,Electronic Arts,85.0,8.2,E10+,Action
1083,PS2,Racing,Sony Computer Entertainment,83.0,8.5,E,Sports
1084,XB,Sports,Electronic Arts,79.0,8.4,E10+,Sports
1085,PC,Strategy,Ubisoft,72.0,5.9,E10+,Strategy
1086,XB,Shooter,Ubisoft,74.0,8.3,M,Action
1087,PS3,Action,THQ,65.0,6.5,E10+,Action
1088,X360,Racing,THQ,78.0,7.3,E,Sports
1089,X360,Racing,THQ,65.0,6.1,E,Sports
1090,PC,Racing,Electronic Arts,76.0,3.3,E10+,Sports
